Registro Federal de Establecimientos de Salud

Fecha de creación de la lista: 6 de mayo de 2020 20:33

Filtros aplicados: Tipología: Establecimiento de salud sin internación de diagnóstico y tratamiento; Dependencia: Municipal; Dependencia: Provincial; Tipo de establecimiento: ESTABLECIMIENTO DE SALUD; 

Código;Nombre;Provincia;Dependencia;Tipología;Localidad;Departamento;Domicilio;CP;Teléfono;Categoría de tipología;Origen de financiamiento;Latitud;Longitud
50064902201096;CENTRO ASISTENCIAL NAZARET;Buenos Aires;Municipal;ESSIDT;BANFIELD;LOMAS DE ZAMORA;Pueyrredón 1571;1828;(011) 42420381/8322/7481;null;Público;-34.7428559;-58.389956
50820492186014;CENTRO ASISTENCIAL NUEVA FE;Santa Fe;Provincial;ESSIDT;RECONQUISTA;GENERAL OBLIGADO;Barrio Nueva Fe;3560;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-29.140167233044245;-59.668121337890625
50141612231771;CENTRO ASISTENCIAL Nº 10 BARRIO INTENDENTE MAGNASCO;Córdoba;Municipal;ESSIDT;RIO TERCERO;TERCERO ARRIBA;DIAGUITAS 180;5850;(03571) 43-9270;Con atención médica general por lo menos 3 días de la semana;Público;-32.1648989;-64.10259489999999
50141612231773;CENTRO ASISTENCIAL Nº 11 BARRIO BELGRANO;Córdoba;Municipal;ESSIDT;RIO TERCERO;TERCERO ARRIBA;MARCONI 1170;5850;(03571) 43-9271;Con atención médica general por lo menos 3 días de la semana;Público;-32.1743909;-64.12278759999998
50141612231775;CENTRO ASISTENCIAL Nº 12 BARRIO EL LIBERTADOR;Córdoba;Municipal;ESSIDT;RIO TERCERO;TERCERO ARRIBA;TUCUMAN 75;5850;(03571) 42-0149;Con atención médica general por lo menos 3 días de la semana;Público;-32.169117;-64.132612
50141612231769;CENTRO ASISTENCIAL Nº 2 BARRIO CASTAGNINO;Córdoba;Municipal;ESSIDT;RIO TERCERO;TERCERO ARRIBA;JUAN B. BUSTOS 213;5850;(03571) 43-9263;Con atención médica general por lo menos 3 días de la semana;Público;-32.163733;-64.128331
50141612231757;CENTRO ASISTENCIAL Nº 3 BARRIO NORTE;Córdoba;Municipal;ESSIDT;RIO TERCERO;TERCERO ARRIBA;DEL CARMEN 450;5850;(03571) 43-9264;Con atención médica general por lo menos 3 días de la semana;Público;-32.1674896;-64.10716960000002
50141612231759;CENTRO ASISTENCIAL Nº 4 BARRIO SARMIENTO;Córdoba;Municipal;ESSIDT;RIO TERCERO;TERCERO ARRIBA;Río Pilcomayo y Río Gallegos;5850;(03571) 43-9266;Con atención médica general por lo menos 3 días de la semana;Público;-32.17038161446275;-64.11209106445312
50141612231761;CENTRO ASISTENCIAL Nº 5 BARRIO MONTE GRANDE;Córdoba;Municipal;ESSIDT;RIO TERCERO;TERCERO ARRIBA;Laprida y 21 de Febrero;5850;(03571) 43-9267;Con atención médica general por lo menos 3 días de la semana;Público;-32.1719987;-64.14605489999997
50141612231763;CENTRO ASISTENCIAL Nº 6 BARRIO CERINO;Córdoba;Municipal;ESSIDT;RIO TERCERO;TERCERO ARRIBA;CORNELIO SAAVEDRA 174;5850;(03571) 43-9273;Con atención médica general por lo menos 3 días de la semana;Público;-32.1591141;-64.1208863
50141612231765;CENTRO ASISTENCIAL Nº 7 BARRIO INTENDENTE FERRERO;Córdoba;Municipal;ESSIDT;RIO TERCERO;TERCERO ARRIBA;BRASILIA 100;5850;(03571) 42-0153;Con atención médica general por lo menos 3 días de la semana;Público;-32.1610225;-64.10858029999997
50141612231755;CENTRO ASISTENCIAL Nº 8 BARRIO PARQUE MONTEGRANDE;Córdoba;Municipal;ESSIDT;RIO TERCERO;TERCERO ARRIBA;DEL VISO 559;5850;(03571) 42-0019;Con atención médica general por lo menos 3 días de la semana;Público;-32.1672937;-64.15501340000003
50141612231777;CENTRO ASISTENCIAL Nº 9 BARRIO PANAMERICANO;Córdoba;Municipal;ESSIDT;RIO TERCERO;TERCERO ARRIBA;AMAZONAS 330;5850;(03571) 43-9269;Con atención médica general por lo menos 3 días de la semana;Público;-32.1718652;-64.09547199999997
50141612231767;CENTRO ASISTENCIAL Nº1 BARRIO ESCUELA;Córdoba;Municipal;ESSIDT;RIO TERCERO;TERCERO ARRIBA;Rojas y Lugones;5850;(03571) 43-9265;Con atención médica general por lo menos 3 días de la semana;Público;-32.18026188320705;-64.1107177734375
50065152201099;CENTRO ASISTENCIAL SAN JORGE;Buenos Aires;Municipal;ESSIDT;VILLA DE MAYO;MALVINAS ARGENTINAS;PASO DE LOS ANDES 1152;1614;02320-481980;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-34.49339012215823;-58.730311632189114
50064122201100;CENTRO ASISTENCIAL SUIZO INFICO;Buenos Aires;Municipal;ESSIDT;JOSE C. PAZ;JOSÉ C. PAZ;BALCARCE 3812;1665;02320-437049;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-34.53776359585061;-58.7473002076149
50940072195023;CENTRO ASISTENCIAL TOLHUIN;Tierra del Fuego;Provincial;ESCIG;TOLHUIN;RÍO GRANDE;AVENIDA DE LOS SHELKNAM 243;9420;(02901) 49-2121;Bajo riesgo con internación simple;Público;-53.80158860497378;-67.66286373138428
50064122201101;CENTRO ASISTENCIAL TRAILER BARRIO PIÑEIRO;Buenos Aires;Municipal;ESSIDT;JOSE C. PAZ;JOSÉ C. PAZ;PEDERNERA Y LACROCE S/N;1665;02320-431127;null;Público;-34.51619299352452;-58.767714500427246
50065152201102;CENTRO ASISTENCIAL UNION Y PROGRESO;Buenos Aires;Municipal;ESSIDT;LOS POLVORINES;MALVINAS ARGENTINAS;CERRITO Nº 506 Y DANTE ALIGHIERI;1613;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-34.5113323;-58.721376299999974
50060582201103;CENTRO ASISTENCIAL VILLA DEL CARMEN;Buenos Aires;Municipal;ESSIDT;QUILMES OESTE;QUILMES;PRESIDENTE PERON ENTRE PALICHE Y BELGRANO;1879;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-34.721286;-58.249514999999974
50062522106693;CENTRO ATENCION PRIMARIA CATALINA DE LALLI;Buenos Aires;Municipal;ESSIDT;BELEN DE ESCOBAR;ESCOBAR;FRUTOS GONZALEZ 990 Y SAN LUIS;1625;03488-15542096/ 03488-434285;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-34.331272483612665;-58.77857208251953
50067562201104;CENTRO ATENCION PRIMARIA DE LA SALUD DR. RAMON CARRILLO;Buenos Aires;Municipal;ESSIDT;SAN ISIDRO;SAN ISIDRO;TOMKINSON 2130;1642;011-47173148;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-34.4767291;-58.54551619999995
50064202201105;CENTRO ATENCION PRIMARIA PARA LA SALUD BARRIO CHINO;Buenos Aires;Municipal;ESSIDT;MAR DE AJO;LA COSTA;PUEYRREDON S/N Y CRAMER;7109;null;null;Público;-36.73330311153124;-56.68388271335061
50067632201400;CENTRO ATENCION PRIMARIA SOCIO SANITARIA JOSEFA ROSELLO;Buenos Aires;Municipal;ESSIDT;SAN NICOLAS DE LOS ARROYOS;SAN NICOLÁS;AMEGHINO Y GUIDO LAVALLE - BARRIO 12 DE MARZO;2900;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-33.35637687838128;-60.23777961730957
50067632201108;CENTRO ATENCION PRIMARIA SOCIO SANITARIA MIGUEL QUIROGA;Buenos Aires;Municipal;ESSIDT;SAN NICOLAS DE LOS ARROYOS;SAN NICOLÁS;CALLE 29 OESTE 90;2900;03461-436067;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-33.3857916;-60.17720170000001
50067632201110;CENTRO ATENCION PRIMARIA SOCIO SANITARIA VIRGEN DEL ROSARIO;Buenos Aires;Municipal;ESSIDT;SAN NICOLAS DE LOS ARROYOS;SAN NICOLÁS;CORRIENTES 296 BARRIO OESTE;2900;null;null;Público;-33.34172279461153;-60.24056696895059
50301132142147;CENTRO BUEN PASTOR;Entre Ríos;Municipal;ESSIDT;VILLAGUAY;VILLAGUAY;LANDIN 1469 ENTRE ROCHA Y DELETANG;3240;03455-424138;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-32.62087018318112;-58.974609375
50064412106688;CENTRO CERRADO ALMAFUERTE;Buenos Aires;Provincial;ESSIDT;JOSE MELCHOR ROMERO;LA PLATA;520 Y 183;1903;null;null;Público;-34.932667;-58.030086
50060772201114;CENTRO COMUNITARIO BARRIO SANTA TERESITA;Buenos Aires;Municipal;ESSIDT;ARRECIFES;ARRECIFES;JOHN KENNEDY Y SANTA FE BARRIO SANTA TERESITA;2740;4556-514523;null;Público;-34.0630270215377;-60.10479354910785
52221402126653;CENTRO COMUNITARIO DE AYUDA AL NIÑO DESNUTRIDO CRUZ ROJA;Chaco;Provincial;ESSIT;RESISTENCIA;SAN FERNANDO;Mz 16- Pc 24- Barrio Juan Bautista Alberdi;3500;03722-478472;Otros;Público;-27.476598013637766;-58.986454010009766
50062742201115;CENTRO COMUNITARIO DE SALUD CEDEPO;Buenos Aires;Municipal;ESSIDT;FLORENCIO VARELA;FLORENCIO VARELA;Calle Malal Hue s/n - La Carolina Rural;1888;(02229) 49-2130;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-34.87812427629122;-58.2250714302063
50180912239131;CENTRO COMUNITARIO MALVINAS;Corrientes;Municipal;ESSIDT;LAVALLE;LAVALLE;PJE. IINFRAN;3443;03777-15414470;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;-29.084976575985888;-59.21630859375
50061542201116;CENTRO COMUNITARIO POLIVALENTE;Buenos Aires;Municipal;ESSIDT;CARLOS TEJEDOR;CARLOS TEJEDOR;Barrio República de Italia S/Nº;6455;(02357) 42-0801;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-35.38629475342138;-62.42051839828491
50065052201117;CENTRO COMUNITARIO ROBERTO PAYRO;Buenos Aires;Municipal;ESSIDT;ROBERTO J. PAYRO;MAGDALENA;PLANTA URBANA S/N;1913;02221-453313/452429/453308;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-35.181628;-57.652514
50066552201118;CENTRO COMUNITARIO VERONICA;Buenos Aires;Municipal;ESSIDT;VERONICA;PUNTA INDIO;CALLE 26 ENTRE DIAGONAL 49 Y DIAGONAL 51;1917;02221-481263;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-35.398012;-57.32952899999998
50066232201119;CENTRO COMUNITARIO VILLA ALICIA;Buenos Aires;Municipal;ESSIDT;PERGAMINO;PERGAMINO;Calle 13 Y Beltrán - Villa Alicia;2700;02477-442917;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-33.891203;-60.54008099999999
52460142155659;CENTRO DE  DIAGNOSTICO Y TRATAMIENTO  DE ENFERMEDADES TRANSMISIBLES. CEDITET;La Rioja;Provincial;ESSIT;LA RIOJA;CAPITAL;Corrientes 631;5300;0380-4468449;Otros;Público;null;null
50067912201128;CENTRO DE  SALUD COMUNITARIA  GARDEY;Buenos Aires;Municipal;ESSIDT;GARDEY;TANDIL;AVENIDA 13 580;7003;249-4493045;Con guardia permanente;Público;-37.279773;-59.36202700000001
50340632147232;CENTRO DE  SALUD LA MOCHA;Formosa;Provincial;ESSIDT;EL POTRILLO;RAMÓN LISTA;LA MOCHA;3636;null;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;-23.19;-62.043611
50740562180638;CENTRO DE ADOLESCENCIA DE SAN LUIS;San Luis;Provincial;ESSIDT;SAN LUIS;LA CAPITAL;HEROES DE MALVINAS SALIDA 110;5700;4452000 int 6146;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-33.2960369;-66.324612
50140142135202;CENTRO DE ALTO RENDIMIENTO DEPORTIVO;Córdoba;Provincial;ESSIDT;CORDOBA;CAPITAL;AV. CÁRCANO S/N;5000;351-434 8360 (INT. 137);Con atención médica general por lo menos 3 días de la semana;Público;null;null
52221402127277;CENTRO DE APLICACIONES BIONUCLEARES - C.A.B.I.N.;Chaco;Provincial;ESSIT;RESISTENCIA;SAN FERNANDO;AVENIDA 9 DE JULIO 1100;3500;0362 4425409;Centro tratamientos oncológicos;Público;-27.4599445;-58.97667039999999
50140422231422;CENTRO DE ASISTENCIA A LA VICTIMA;Córdoba;Municipal;ESSIDT;VILLA MARIA;GENERAL SAN MARTÍN;BOULEVARD SARMIENTO Y SAN MARTIN;5900;0353-4533396;Con atención médica general por lo menos 3 días de la semana;Público;-32.371301317942816;-63.21386754512787
50066022215009;CENTRO DE ATEN PRIM ENFERMERO SANTIAGO VAZQUEZ;Buenos Aires;Municipal;ESSIDT;CARMEN DE PATAGONES;PATAGONES;FOURNIER Y DOMINGO DE ORO 443;8504;02920-462087;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-40.791873523482415;-62.967495918273926
50066792201122;CENTRO DE ATENCION  DR. RURILIO MANUEL ZUCCHERINO;Buenos Aires;Municipal;ESSIDT;AMERICA;RIVADAVIA;COLON 393 BARRIO FONAVI;6237;02337-454518/2100;null;Público;-35.48018653348976;-62.965942384907976
50067632201164;CENTRO DE ATENCION 24 HS HUGO PANZARDI;Buenos Aires;Municipal;ESSIDT;SAN NICOLAS DE LOS ARROYOS;SAN NICOLÁS;SEGUNDO GARCIA Y BROWN BARRIO DEL CARMEN;2900;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-33.356305186832465;-60.205464363098145
50180212240263;CENTRO DE ATENCION AL DESARROLLO DE LA INFANCIA Y LA ADOLESCENCIA;Corrientes;Municipal;ESSIDT;CORRIENTES;CAPITAL;Rivadavia N° 1664;3400;3794474760;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-27.4750549;-58.83038650000003
50260772129617;CENTRO DE ATENCION AMBULATORIA DE ADULTOS MAYORES;Chubut;Provincial;ESSIDT;RAWSON;RAWSON;Julio Argentino Roca 546;9103;0280-4484449;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-43.8186748554532;-68.73046875
50820632186544;CENTRO DE ATENCION AMBULATORIA PROGRAMADA;Santa Fe;Provincial;ESSIDT;SANTA FE;LA CAPITAL;Bv. Zavalla 3361;3000;(0342) 4572375 int 305;Con atención médica general por lo menos 3 días de la semana;Público;-31.6343925;-60.71713199999999
50065602201123;CENTRO DE ATENCION DE ETS;Buenos Aires;Municipal;ESSIDT;MORENO;MORENO;AVENIDA LIBERTADOR 751 MORENO CENTRO;1744;0237-4622448;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-34.64175274546211;-58.78835678100586
50064102207089;CENTRO DE ATENCION DE LA TERCERA EDAD;Buenos Aires;Municipal;ESSIDT;ITUZAINGO SUR;ITUZAINGÓ;Soler 255;1714;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-34.65757557659985;-58.66823673248291
50068052215000;CENTRO DE ATENCION FAMILIAR Y DE SALUD JUANA MANSO;Buenos Aires;Municipal;ESSIDT;TIGRE;TIGRE;Avenida Agustin M. García 5960  - (Ex ruta provinc. 27);1648;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-34.403229302036706;-58.63159775733948
50064102201631;CENTRO DE ATENCION MEDICA PRIMARIA DE ITUZAINGO DR. RAMON CARRILLO;Buenos Aires;Municipal;ESSIDT;ITUZAINGO SUR;ITUZAINGÓ;BRANDSEN 3859;1714;011-44813496;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-34.63105302647511;-58.700807333025296
50940072295025;CENTRO DE ATENCION MUNICIPAL Nº 1 ALBERTO FERRER;Tierra del Fuego;Municipal;ESSIDT;RIO GRANDE;RÍO GRANDE;LUISA ROSSO 779;9420;02964-430414;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-53.7664379;-67.7226071
50067782201124;CENTRO DE ATENCION PESOA;Buenos Aires;Municipal;ESSIDT;SAN VICENTE;SAN VICENTE;O Higgins 900;1865;02225-481101 INT.129/130;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-35.0288882;-58.414024600000005
50067912201125;CENTRO DE ATENCION PRIMARIA;Buenos Aires;Municipal;ESSIDT;TANDIL;TANDIL;CALLE LAS ANIMAS 1848;7000;02293-451394;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-37.3000004;-59.16318319999999
50141402235189;CENTRO DE ATENCION PRIMARIA  DE LA SALUD DE SEEBER;Córdoba;Municipal;ESSIDT;SEEBER;SAN JUSTO;9 de Julio 93;2419;03564-450801;Con atención médica general por lo menos 3 días de la semana;Público;null;null
50220982126113;CENTRO DE ATENCION PRIMARIA  DE SALUD  DRS. L.CAHN- JAIME BRAVERMAN;Chaco;Provincial;ESSIDT;VILLA ANGELA;MAYOR LUIS J. FONTANA;CALLE PUBLICA E/ MORENO Y BALCARCE;3540;03735-429018;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-27.574862388948087;-60.723838806152344
50067072201126;CENTRO DE ATENCION PRIMARIA ASENCIO E IBARBIA (EX FALUCHO);Buenos Aires;Municipal;ESSIDT;SALADILLO;SALADILLO;BOZAN Y MARTIN FIERRO;7260;02344-451774;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-35.647616;-59.780328
50066232201088;CENTRO DE ATENCION PRIMARIA BARRIO ACEVEDO;Buenos Aires;Municipal;ESSIDT;PERGAMINO;PERGAMINO;RAIMUNDO R. 186;2700;(02477) 434693;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-33.8865778;-60.56399110000001
50064202201127;CENTRO DE ATENCION PRIMARIA BARRIO ROCCO;Buenos Aires;Municipal;ESSIDT;MAR DE AJO;LA COSTA;Francisco de la Carrera El Silvio 1259;7109;(02257) 15-638687;null;Público;-36.77453937201869;-56.6779088973999
50300282142151;CENTRO DE ATENCION PRIMARIA BARRIO SAN CAYETANO;Entre Ríos;Municipal;ESSIDT;FEDERACION;FEDERACIÓN;RUTA 44 - ACCESO A FEDERACION;3206;03456-481419;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-31.95216223802496;-59.23828125
50064202202190;CENTRO DE ATENCION PRIMARIA COSTA AZUL;Buenos Aires;Municipal;ESSIDT;COSTA AZUL;LA COSTA;MORENO 500 Y CATAMARCA;7112;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-36.6704145437863;-56.6832497120231
50064552207153;CENTRO DE ATENCION PRIMARIA DARDO DECIMA;Buenos Aires;Municipal;ESSIDT;LAS FLORES;LAS FLORES;Belgrano y Sordeaux;7200;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-36.00959449411935;-59.10013675689697
50140632232160;CENTRO DE ATENCION PRIMARIA DE BARRIO SUR;Córdoba;Municipal;ESSIDT;LEONES;MARCOS JUÁREZ;ALBERDI ESQ PATAGONIA;2594;03472-481088;Con atención médica general por lo menos 3 días de la semana;Público;-32.663361;-62.29358300000001
50065742202340;CENTRO DE ATENCION PRIMARIA DE LA SALUD  J. J. ALMEYRA;Buenos Aires;Municipal;ESSIDT;JOSE JUAN ALMEYRA;NAVARRO;Paraje J. J. ALMEYRA Y DEL CARMEN S/N°;6603;02272-492850/61;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-34.922097;-59.54351700000001
50063712216740;CENTRO DE ATENCION PRIMARIA DE LA SALUD (CAPS) Nº 21;Buenos Aires;Municipal;ESSIDT;CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN;GENERAL SAN MARTÍN;Guemes Nº 2018;1650;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-36.226550147470896;-60.09521484375
50140212235166;CENTRO DE ATENCION PRIMARIA DE LA SALUD 3° SECCION;Córdoba;Municipal;ESSIDT;MALVINAS ARGENTINAS;COLÓN;Mariano Moreno 1261;5125;null;Con atención médica general por lo menos 3 días de la semana;Público;-30.9865192;-64.09247640000001
50141332235213;CENTRO DE ATENCION PRIMARIA DE LA SALUD ACHIRAS ARRIBA;Córdoba;Municipal;ESSIDT;SAN JAVIER Y YACANTO;SAN JAVIER;CALLE PÚBLICA S/N;5875;null;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;null;null
50065322217826;CENTRO DE ATENCION PRIMARIA DE LA SALUD AGOTE;Buenos Aires;Municipal;ESSIDT;MERCEDES;MERCEDES;516 Y 507;6600;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-35.9082152625056;-60.14896044507623
50140702235218;CENTRO DE ATENCION PRIMARIA DE LA SALUD AGUA DE RAMON;Córdoba;Municipal;ESSIDT;AGUA DE RAMON;MINAS;CALLE PÚBLICA S/N;5284;null;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;null;null
50140212235246;CENTRO DE ATENCION PRIMARIA DE LA SALUD ALEJO PEREZ;Córdoba;Municipal;ESSIDT;LA CALERA;COLÓN;LAGO ARGENTINO S/N;5151;3543-469660/ 469664;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;null;null
50141262231873;CENTRO DE ATENCION PRIMARIA DE LA SALUD AMPARO DURA;Córdoba;Municipal;ESSIDT;VILLA CURA BROCHERO;SAN ALBERTO;MARIANO MORENO 349;5891;(03544) 47-2505;Con atención médica general por lo menos 3 días de la semana;Público;-31.666523;-65.01877999999999
50140422235035;CENTRO DE ATENCION PRIMARIA DE LA SALUD ARROYO ALGODON;Córdoba;Municipal;ESSIDT;ARROYO ALGODON;GENERAL SAN MARTÍN;Córdoba 294;5909;0353-487 8132;Con atención médica general por lo menos 3 días de la semana;Público;-32.201036;-63.16418799999997
50065742217414;CENTRO DE ATENCION PRIMARIA DE LA SALUD BARRIO 05 NUESTRA SEÑORA DEL CARMEN;Buenos Aires;Municipal;ESSIDT;NAVARRO;NAVARRO;25 bis N° 956 e/ 42 y 44;6605;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-34.992461;-59.271810000000016
50062802217881;CENTRO DE ATENCION PRIMARIA DE LA SALUD BARRIO AEROPARQUE;Buenos Aires;Municipal;ESSIDT;MIRAMAR;GENERAL ALVARADO;calle 110 esq. 11;7607;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-35.95796327227144;-59.662702056375565
50067002217468;CENTRO DE ATENCION PRIMARIA DE LA SALUD BARRIO ANGEL MONASTERIO;Buenos Aires;Municipal;ESSIDT;PIGUE;SAAVEDRA;Magallanes;8170;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-37.597697;-62.42327260000002
50065112207038;CENTRO DE ATENCION PRIMARIA DE LA SALUD BARRIO BELGRANO;Buenos Aires;Municipal;ESSIDT;MAIPU;MAIPÚ;Belgrano 1691;7160;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-36.85892236509084;-57.87940979003906
50141612235163;CENTRO DE ATENCION PRIMARIA DE LA SALUD BARRIO EL SALTO;Córdoba;Municipal;ESSIDT;ALMAFUERTE;TERCERO ARRIBA;Calle Abraham Molina;5854;03571-156-62555;Con atención médica general por lo menos 3 días de la semana;Público;-32.2015274;-64.27130970000002
50140072235036;CENTRO DE ATENCION PRIMARIA DE LA SALUD BARRIO ESCUELA;Córdoba;Municipal;ESSIDT;EMBALSE;CALAMUCHITA;Blas Parera 1;5856;03571-485 806;Con atención médica general por lo menos 3 días de la semana;Público;-32.2166974;-64.3983316
50065152217991;CENTRO DE ATENCION PRIMARIA DE LA SALUD BARRIO MALVINAS PECH;Buenos Aires;Municipal;ESSIDT;MALVINAS ARGENTINAS;MALVINAS ARGENTINAS;Uruguay 188 - Tierras Altas;1614;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-35.67955895377226;-59.19814366847277
50065322217969;CENTRO DE ATENCION PRIMARIA DE LA SALUD BARRIO MARCHETTI;Buenos Aires;Municipal;ESSIDT;MERCEDES;MERCEDES;28 bis e/ 61 y 63;6600;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-35.016398849558755;-59.35195226222277
50067002217467;CENTRO DE ATENCION PRIMARIA DE LA SALUD BARRIO MURGIA DR. OSCAR BROSSY;Buenos Aires;Municipal;ESSIDT;PIGUE;SAAVEDRA;Australia y Juan Pablo II;8170;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-37.61076;-62.391234999999995
50141612235162;CENTRO DE ATENCION PRIMARIA DE LA SALUD BARRIO SOL DE MAYO;Córdoba;Municipal;ESSIDT;ALMAFUERTE;TERCERO ARRIBA;Catamarca;5854;03571-156-62593;Con atención médica general por lo menos 3 días de la semana;Público;-32.192357;-64.26184280000001
50068052206695;CENTRO DE ATENCION PRIMARIA DE LA SALUD BELGRANO;Buenos Aires;Municipal;ESSIDT;DON TORCUATO ESTE;TIGRE;General Belgrano 1661;1611;47317629;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-34.4833781;-58.638001599999996
50065322202418;CENTRO DE ATENCION PRIMARIA DE LA SALUD BLANDENGUES;Buenos Aires;Municipal;ESSIDT;MERCEDES;MERCEDES;Calle 16 entre 103 y 105;6600;(02324) 43-2511;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-34.656287;-59.414805
50140912235223;CENTRO DE ATENCION PRIMARIA DE LA SALUD B°SOLARES;Córdoba;Municipal;ESSIDT;SAN ANTONIO DE ARREDONDO;PUNILLA;TENIENTE VALKO 575;5153;3541-496250;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;null;null
50140212235064;CENTRO DE ATENCION PRIMARIA DE LA SALUD C.I.C.;Córdoba;Municipal;ESSIDT;SALSIPUEDES;COLÓN;Av. Gral. Paz 1583;5113;03593-492511;Con atención médica general por lo menos 3 días de la semana;Público;-31.135882;-64.28530699999999
50141682235221;CENTRO DE ATENCION PRIMARIA DE LA SALUD CANDELARIA SUD;Córdoba;Municipal;ESSIDT;CANDELARIA SUR;TOTORAL;CALLE PÚBLICA S/N;5221;3525-422487;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;null;null
50140912231990;CENTRO DE ATENCION PRIMARIA DE LA SALUD CECILIA GRIERSON;Córdoba;Municipal;ESSIDT;LOS COCOS;PUNILLA;Costanera Norte S/Nº;5182;03548-492343;Con atención médica general por lo menos 3 días de la semana;Público;-30.925788712587014;-64.49798583984375
50066092202171;CENTRO DE ATENCION PRIMARIA DE LA SALUD CERRITO;Buenos Aires;Municipal;ESSIDT;PEHUAJO;PEHUAJÓ;Alfonsina Storni y Andrade;6450;02396-15611782;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-35.8238558;-61.898926700000004
50141122235226;CENTRO DE ATENCION PRIMARIA DE LA SALUD CHAÑAR VIEJO;Córdoba;Municipal;ESSIDT;CHAÑAR VIEJO;RÍO SECO;CALLE PÚBLICA S/N;5246;null;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;null;null
50141332235211;CENTRO DE ATENCION PRIMARIA DE LA SALUD CLARA ROSA RODRIGUEZ;Córdoba;Municipal;ESSIDT;LUYABA;SAN JAVIER;CALLE PÚBLICA S/N;5875;3544-497111;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;null;null
50141402235232;CENTRO DE ATENCION PRIMARIA DE LA SALUD COLONIA MARINA;Córdoba;Municipal;ESSIDT;COLONIA MARINA;SAN JUSTO;ENTRE RIOS 109;2424;null;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;null;null
50140212235224;CENTRO DE ATENCION PRIMARIA DE LA SALUD COLONIA VICENTE AGUERO;Córdoba;Municipal;ESSIDT;COLONIA VICENTE AGUERO;COLÓN;CALLE PÚBLICA S/N;5221;null;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;null;null
50141262232202;CENTRO DE ATENCION PRIMARIA DE LA SALUD COMUNAL JOSE GABRIEL BROCHERO;Córdoba;Municipal;ESSIDT;MINA CLAVERO;SAN ALBERTO;UNQUILLO ESQ. LAS MORAS;5889;(03544) 47-0473;Con atención médica general por lo menos 3 días de la semana;Público;-31.724122;-65.00650000000002
