Registro Federal de Establecimientos de Salud

Fecha de creación de la lista: 8 de mayo de 2020 23:40

Filtros aplicados: Tipo de establecimiento: ESTABLECIMIENTO DE SALUD; Tipología: Establecimiento de salud con internación general; 

Código;Nombre;Provincia;Dependencia;Tipología;Localidad;Departamento;Domicilio;CP;Teléfono;Categoría de tipología;Origen de financiamiento;Latitud;Longitud
10540142364423;CLINICA VISENTIN;Misiones;Privado;ESCIG;CAMPO GRANDE;CAINGUÁS;Av. Los Cafetales S/N;3362;(03755) 49-9570;Bajo riesgo con internación simple;Privado;-27.2048149;-54.9783745
10540632364447;CLINICA WANDA S.R.L.;Misiones;Privado;ESCIG;WANDA;IGUAZÚ;1º de Julio S/N;3376;null;Bajo riesgo con internación simple;Privado;-25.9711971;-54.5641518
10063572300189;CLINICA Y MATERNIDAD COLON SA;Buenos Aires;Privado;ESCIG;MAR DEL PLATA;GENERAL PUEYRREDÓN;Avenida Colón 3629;7600;(0223) 4992656;Alto riesgo con terapia intensiva;Privado;-37.9980269;-57.560526400000015
10064082306649;CLINICA Y MATERNIDAD DEL SAGRADO CORAZON;Buenos Aires;Privado;ESCIG;HURLINGHAM;HURLINGHAM;Teniente General Pablo Ricchieri 1634;1686;(011) 4665-1920 / 0817;Alto riesgo con terapia intensiva;Privado;-34.5868366;-58.63748199999998
10620422870420;CLINICA Y MATERNIDAD JUAN DOMINGO PERON;Río Negro;Mutual;ESCIG;CATRIEL;GENERAL ROCA;PRES GRAL J A ROCA 448;8307;(0299)491-3790;Mediano riesgo con internación con cuidados especiales;Privado;-37.880161;-67.79837299999997
10060142300193;CLINICA Y MATERNIDAD PRIVADA GONZALEZ CHAVES;Buenos Aires;Privado;ESCIG;ADOLFO GONZALES CHAVES;ADOLFO GONZALES CHAVES;Moreno;7513;02983-481018;Bajo riesgo con internación simple;Privado;-38.0378902;-60.0951445
10065952300194;CLINICA Y MATERNIDAD PRIVADA MARIA AUXILIADORA;Buenos Aires;Privado;ESCIG;OLAVARRIA;OLAVARRÍA;España 2759;7400;(02284) 445102;Alto riesgo con terapia intensiva especializada;Privado;-36.896049;-60.32039199999997
12020012316686;CLINICA Y MATERNIDAD SANTA ISABEL;CABA;Privado;ESCIG;FLORES;COMUNA 7;Av. Directorio 2037;C1406DKG;(011) 4670-8000;Alto riesgo con terapia intensiva;Privado;-34.6320779500647;-58.45597743988037
10020012315201;CLINICA Y MATERNIDAD SUIZO ARGENTINA;CABA;Privado;ESCIG;RECOLETA;COMUNA 2;Av. Pueyrredón 1461;1118;(011) 5239-6000;Alto riesgo con terapia intensiva;Privado;-34.59382674800049;-58.40214014053345
10860492392012;CLINICA YUNES SRL;Santiago del Estero;Privado;ESCIG;SANTIAGO DEL ESTERO;CAPITAL;AVENIDA LIBERTAD 626;4200;0385-4213652;Alto riesgo con terapia intensiva;Privado;-27.7884352;-64.26202080000002
10020132318936;CLINICA ZABALA;CABA;Privado;ESCIG;BELGRANO;COMUNA 13;cabildo 1295;1426;5236-8500;Alto riesgo con terapia intensiva;Privado;-34.5675971;-58.448616300000026
10581122367006;CLINICA ZAPALA - CRUZ ANDINA;Neuquén;Privado;ESCIG;ZAPALA;ZAPALA ;Luis Monti 752;8340;02942-431777/78;Mediano riesgo con internación con cuidados especiales;Privado;-38.9069362;-70.0606785
10340352347015;CLINICA. SAN ISIDRO LABRADOR;Formosa;Privado;ESCIG;SAN MARTIN II;PATIÑO;calle Moreno S/N°;3621;null;Bajo riesgo con internación simple;Privado;-24.434444;-59.65444400000001
10340492347022;CLINICA. SANTA RITA;Formosa;Privado;ESCIG;CLORINDA;PILCOMAYO;SAN MARTÍN 931;3610;03718-421854;Bajo riesgo con internación simple;Privado;-25.2865631;-57.71721430000002
10141822131149;COMPLEJO ASISTENCIAL DR. JOSE A. CEBALLOS DE BELL VILLE;Córdoba;Provincial;ESCIG;BELL VILLE;UNIÓN;GERONIMO DEL BARCO 1300;2550;03534-421003;Alto riesgo con terapia intensiva;Público;-32.616406;-62.70215300000001
10820632386285;COMUNIDAD TERAPEUTICA MONSEÑOR VICENTE ZASPE;Santa Fe;Privado;ESCIG;SAN JOSE DEL RINCON;LA CAPITAL;Los Ceibos 3250;3001;0342-4977007;Bajo riesgo con internación simple;Privado;-31.5213602;-60.72652640000001
51700282377324;CONSULTORIOS EXTERNOS Y HOSPITAL DE DIA DE CEAC S.R.L.;San Juan;Privado;ESCIG;SAN JUAN;CAPITAL;MITRE -OESTE- 174;5400;0264-4274497;Bajo riesgo con internación simple;Privado;-31.538018;-68.52820300000002
10067602315066;CONSULTORIOS OFTALMOLOGICOS SERRANO;Buenos Aires;Privado;ESCIG;SAN MIGUEL;SAN MIGUEL;Serrano 1264;1663;46641293;Bajo riesgo con internación simple;Privado;-34.541722;-58.704823999999974
10580352767007;COOPERATIVA DE TRABAJO DE SALUD ADOS LTDA;Neuquén;Obra social;ESCIG;NEUQUEN;CONFLUENCIA;AVENIDA ARGENTINA  1000;8300;0299-4435757;Alto riesgo con terapia intensiva;Privado;-38.9446106;-68.059238
10380142350010;COOPERATIVA DE TRABAJO LOUIS PASTEUR SERVICIOS MEDICOS LTDA.;Jujuy;Privado;ESCIG;PERICO;EL CARMEN;AVENIDA 9 DE JULIO 134;4608;0388-4911773;Bajo riesgo con internación simple;Privado;-24.3891392;-65.2569952
10540912166129;COVID 19 HOSPITAL RUTA 2 CAPS DEL PUERTO PANAMBI;Misiones;Provincial;ESCIG;PANAMBI;OBERÁ;RUTA COSTERA2 ACCESO A ALBA POSSE;3361;3755509300;Bajo riesgo con internación simple;Público;null;null
10660492473630;CPF III  COMPLEJO PENITENCIARIO FEDERAL III;Salta;Servicio Penitenciario Federal;ESCIG;GENERAL GUEMES;GENERAL GÜEMES;Ruta Provincial 113 , Camino del Zapallar , Km 3;4432;0387- 491 3397;Bajo riesgo con internación simple;Público;-24.694187980915373;-65.02727374478127
10020012416998;CPFCABA    PENITENCIARIO FEDERAL DE LA CIUDAD AUTONOMA DE BUENOS AIRES;CABA;Servicio Penitenciario Federal;ESCIG;VILLA DEVOTO;COMUNA 11;Bermúdez 2651;1417;(011) 4567-8538;Bajo riesgo con internación simple;Público;-34.614455624582284;-58.51601600646973
10061342200198;ENTE DESCENTRALIZADO HOSPITAL DR. ANGEL MARZETTI;Buenos Aires;Municipal;ESCIG;CAÑUELAS;CAÑUELAS;Rawson 450;1814;(02226) 43-0555;Alto riesgo con terapia intensiva;Público;-35.060044;-58.76325099999997
10540912364470;EPSOM S.R.L;Misiones;Privado;ESCIG;OBERA;OBERÁ;José Ingenieros 187;3360;(03755) 40-5405;Bajo riesgo con internación simple;Privado;-27.4830179;-55.1212893
10300842443736;ESCUADRON SANIDAD DE LA II BRIGADA AEREA;Entre Ríos;FFAA/Seguridad;ESCIG;PARANA;PARANÁ;Avenida Jorge Newbery 3820;3100;null;Bajo riesgo con internación simple;Público;null;null
10420282153010;ESTABLECIMIENTO ASISTENCIAL AMADA GATICA;La Pampa;Provincial;ESCIG;CATRILO;CATRILÓ;BELGRANO 318;6330;02954-491018;Bajo riesgo con internación simple;Público;-36.405257556374195;-63.419952392578125
10421192153011;ESTABLECIMIENTO ASISTENCIAL ANGEL CIVALERO;La Pampa;Provincial;ESCIG;VILLA MIRASOL;QUEMÚ QUEMÚ;Av. MIRASOL 692;6315;02333-493033;Bajo riesgo con internación simple;Público;-36.055760619006755;-63.90472412109375
10421472153012;ESTABLECIMIENTO ASISTENCIAL ARISTIDES GRANDA;La Pampa;Provincial;ESCIG;ARATA;TRENEL;Libertad  414;6385;02335-498020;Bajo riesgo con internación simple;Público;-35.69968630125202;-64.12445068359375
10421192153013;ESTABLECIMIENTO ASISTENCIAL ATILIO A. CALANDRI;La Pampa;Provincial;ESCIG;QUEMU QUEMU;QUEMÚ QUEMÚ;Las Heras 402;6333;02333-442269;Bajo riesgo con internación simple;Público;-36.020225251548126;-63.55316162109375
10420072153014;ESTABLECIMIENTO ASISTENCIAL DR. ANTONIO OLAIZ;La Pampa;Provincial;ESCIG;MIGUEL RIGLOS;ATREUCÓ;Salta 165;6301;02953-498510;Bajo riesgo con internación simple;Público;-36.06020141239291;-63.93218994140625
10421262153015;ESTABLECIMIENTO ASISTENCIAL DR. ARMANDO PARODI;La Pampa;Provincial;ESCIG;PARERA;RANCUL;M. Zubirias 462;6213;02331-497116;Bajo riesgo con internación simple;Público;-35.14691;-64.49592999999999
10420072153016;ESTABLECIMIENTO ASISTENCIAL DR. DIEGO B. MORON;La Pampa;Provincial;ESCIG;ROLON;ATREUCÓ;San Martín 285;6303;02953-494010;Bajo riesgo con internación simple;Público;-37.162505399411;-63.406219482421875
10420702153017;ESTABLECIMIENTO ASISTENCIAL DR. ENRIQUE FERRETTI;La Pampa;Provincial;ESCIG;ALPACHIRI;GUATRACHÉ;URQUIZA  715;6309;02953-497122;Bajo riesgo con internación simple;Público;-37.365245737877274;-63.768768310546875
10421472153018;ESTABLECIMIENTO ASISTENCIAL DR. GUILLERMO RAWSON;La Pampa;Provincial;ESCIG;TRENEL;TRENEL;BELGRANO 50;6369;02302-499107;Bajo riesgo con internación simple;Público;-35.69634053686433;-64.13681030273438
10420072153019;ESTABLECIMIENTO ASISTENCIAL DR. HERACLIO LUNA;La Pampa;Provincial;ESCIG;MACACHIN;ATREUCÓ;JUJUY 310;6307;02953-452022;Bajo riesgo con internación simple;Público;-37.14499280340637;-63.653411865234375
10421122153020;ESTABLECIMIENTO ASISTENCIAL DR. JORGE A. AHUAD;La Pampa;Provincial;ESCIG;25 DE MAYO;PUELÉN;VICTORICA 76;6360;0299-4948023;Bajo riesgo con internación simple;Público;-37.77124;-67.71350000000001
10421262153021;ESTABLECIMIENTO ASISTENCIAL DR. JOSE PADROS;La Pampa;Provincial;ESCIG;RANCUL;RANCUL;Maipú 495;6214;02331-498112;Bajo riesgo con internación simple;Público;-35.05728;-64.5238
10420772153022;ESTABLECIMIENTO ASISTENCIAL DR. JUAN MUNUCE;La Pampa;Provincial;ESCIG;JACINTO ARAUZ;HUCAL;9 De Julio y España;8208;02925-493422;Bajo riesgo con internación simple;Público;-38.089715361168295;-63.43025207519531
10421332153024;ESTABLECIMIENTO ASISTENCIAL DR. JUSTO G. FERRARI;La Pampa;Provincial;ESCIG;INGENIERO LUIGGI;REALICÓ;Corrientes 218;6205;02335-472124;Bajo riesgo con internación simple;Público;-35.38434;-64.46465
10420212153025;ESTABLECIMIENTO ASISTENCIAL DR. LUCIO MOLAS;La Pampa;Provincial;ESCIG;SANTA ROSA;CAPITAL;RAUL B. DIAZ Y PILCOMAYO;6300;02954-455000;Alto riesgo con terapia intensiva;Público;-36.599491233525676;-64.2900824546814
10421262153026;ESTABLECIMIENTO ASISTENCIAL DR. LUIS A. PETRELLI;La Pampa;Provincial;ESCIG;CALEUFU;RANCUL;Islas Malvinas 750;6387;02335-450012;Bajo riesgo con internación simple;Público;-35.12664799144554;-64.52957153320312
10420772153027;ESTABLECIMIENTO ASISTENCIAL DR. LUIS AGOTE;La Pampa;Provincial;ESCIG;GENERAL SAN MARTIN;HUCAL;Juarez Celman S/Nº;8206;02925-497546;Bajo riesgo con internación simple;Público;-37.974514992024595;-63.601226806640625
10420702153028;ESTABLECIMIENTO ASISTENCIAL DR. MANUEL FREIRE;La Pampa;Provincial;ESCIG;GUATRACHE;GUATRACHÉ;1º JUNTA 158;6309;02924-492035;Bajo riesgo con internación simple;Público;-37.65990649325938;-63.535308837890625
10420492153029;ESTABLECIMIENTO ASISTENCIAL DR. MANUEL PEREZ;La Pampa;Provincial;ESCIG;SANTA ISABEL;CHALILEO;Emilio Fernández 380;6323;02338-493117;Bajo riesgo con internación simple;Público;-36.23208902824809;-66.93283081054688
10420352153030;ESTABLECIMIENTO ASISTENCIAL DR. PABLO F. LACOSTE;La Pampa;Provincial;ESCIG;EDUARDO CASTEX;CONHELO;AV. INDEPENDENCIA 1534;6380;02334-452487;Bajo riesgo con internación simple;Público;-35.93798832265392;-64.27276611328125
10420282153031;ESTABLECIMIENTO ASISTENCIAL DR. PABLO LECUMBERRY;La Pampa;Provincial;ESCIG;LONQUIMAY;CATRILÓ;Nuñez 447;6352;02954-494118;Bajo riesgo con internación simple;Público;-36.46988944681574;-63.599853515625
10420072153032;ESTABLECIMIENTO ASISTENCIAL DR. PEDRO NOVICK;La Pampa;Provincial;ESCIG;DOBLAS;ATREUCÓ;Gobernador Duval 687;6305;02953-492117;Bajo riesgo con internación simple;Público;-37.1483082;-64.01433350000002
10420772153033;ESTABLECIMIENTO ASISTENCIAL DR. ROGELIO AMICARELLI;La Pampa;Provincial;ESCIG;BERNASCONI;HUCAL;Ameghino 203;8204;02925-499203;Bajo riesgo con internación simple;Público;-37.89923963060017;-63.741302490234375
10420982153034;ESTABLECIMIENTO ASISTENCIAL DRA. CECILIA GRIERSON;La Pampa;Provincial;ESCIG;TELEN;LOVENTUÉ;AV. SAN MARTIN 766;6321;02338-498133;Bajo riesgo con internación simple;Público;-36.26304;-65.51229000000001
10421052153035;ESTABLECIMIENTO ASISTENCIAL GOBERNADOR CENTENO;La Pampa;Provincial;ESCIG;GENERAL PICO;MARACÓ;CALLE 17 ESQUINA 110;6360;02302-436148;Alto riesgo con terapia intensiva;Público;-35.670964;-63.76585
10421192153036;ESTABLECIMIENTO ASISTENCIAL JOSE INGENIEROS;La Pampa;Provincial;ESCIG;MIGUEL CANE;QUEMÚ QUEMÚ;San Martín y RIVADAVIA;6331;02333-498032;Bajo riesgo con internación simple;Público;-36.159439;-63.511482
10420982153038;ESTABLECIMIENTO ASISTENCIAL LUISA PEDEMONTE DE PISTARINI;La Pampa;Provincial;ESCIG;VICTORICA;LOVENTUÉ;CALLE Nº 15 1358;6319;02338-432000;Bajo riesgo con internación simple;Público;-36.22104;-65.43150000000003
10421262153039;ESTABLECIMIENTO ASISTENCIAL MATILDE Y VIRGINIA GHIOLDI;La Pampa;Provincial;ESCIG;LA MARUJA;RANCUL;MARIO ESCOFFET 371;6385;02335-499138;Bajo riesgo con internación simple;Público;-36.120128;-63.503723000000036
10421542153040;ESTABLECIMIENTO ASISTENCIAL PADRE ANGEL BUODO;La Pampa;Provincial;ESCIG;GENERAL ACHA;UTRACÁN;Las Cautivas;8202;02952-432083;Bajo riesgo con internación simple;Público;-37.3657395;-64.59753039999998
10420562153041;ESTABLECIMIENTO ASISTENCIAL REMANN ENZ;La Pampa;Provincial;ESCIG;INTENDENTE ALVEAR;CHAPALEUFÚ;AV. RAWSON Y AV. SARMIENTO;6221;02302-481011;Bajo riesgo con internación simple;Público;-35.2231850497018;-63.592987060546875
10421402153042;ESTABLECIMIENTO ASISTENCIAL SEGUNDO TALADRIZ;La Pampa;Provincial;ESCIG;TOAY;TOAY;San Luis 1150;6303;02954-492005;Bajo riesgo con internación simple;Público;-36.6743851;-64.38385010000002
10421332153043;ESTABLECIMIENTO ASISTENCIAL VIRGILIO TEDIN URIBURU;La Pampa;Provincial;ESCIG;REALICO;REALICÓ;ESPAÑA 1357;6205;02331-462057;Bajo riesgo con internación simple;Público;-35.04059;-64.24655000000001
10421192153044;ESTABLECIMIENTO ASISTENCIAL WILFRID BARON;La Pampa;Provincial;ESCIG;COLONIA BARON;QUEMÚ QUEMÚ;DON BOSCO 994;6315;02333-476101;Bajo riesgo con internación simple;Público;-36.1532593;-63.8525391
10100982124004;ESTABLECIMIENTO SANITARIO DISTRITAL BAÑADO DE OVANTA;Catamarca;Provincial;ESCIG;BAÑADO DE OVANTA;SANTA ROSA;PROVINCIAL Nº 67;4723;3833-485093;Bajo riesgo con internación simple;Público;-28.103935006866468;-65.31715393066406
10100352224614;ESTABLECIMIENTO SANITARIO DISTRITAL DR CARLOS KIRCHNER;Catamarca;Municipal;ESCIG;LA CIENAGA DE ARRIBA;BELÉN;Ruta Nacional 40;4751;0383515522639;Bajo riesgo con internación simple;Público;-27.2204718;-66.79408799999999
10101052124005;ESTABLECIMIENTO SANITARIO DISTRITAL DR. LUIS AGOTE FIAMBALA;Catamarca;Provincial;ESCIG;FIAMBALA;TINOGASTA;PROVINCIAL Nº 136;5345;null;Bajo riesgo con internación simple;Público;-27.7005519686974;-67.6318359375
10100842124027;ESTABLECIMIENTO SANITARIO DISTRITAL HOSPITAL  SEÑOR DEL MILAGRO DE SAUJIL;Catamarca;Provincial;ESCIG;SAUJIL;POMÁN;Avda Sr del Milagro Nº 650;5321;(03835) 49-2098;Bajo riesgo con internación simple;Público;-28.18703321575476;-66.24893188476562
10100772124450;ESTABLECIMIENTO SANITARIO DISTRITAL HOSPITAL DE BALCOZNA;Catamarca;Provincial;ESCIG;VILLA DE BALCOZNA;PACLÍN;CALLE S/N;4719;null;Bajo riesgo con internación simple;Público;-28.062285999812172;-65.5938720703125
10100422124026;ESTABLECIMIENTO SANITARIO DISTRITAL HOSPITAL DE CHUMBICHA DR. ROBERTO RAMON CARRO;Catamarca;Provincial;ESCIG;CHUMBICHA;CAPAYÁN;COLON S/Nº;4728;03833 491050;Bajo riesgo con internación simple;Público;-28.851890877683978;-66.23382568359375
10100702124024;ESTABLECIMIENTO SANITARIO DISTRITAL HOSPITAL ZONAL DE ICAÑO;Catamarca;Provincial;ESCIG;ICAÑO;LA PAZ;RUTA PROVINCIAL 2;5265;(03832) 48-0068;Bajo riesgo con internación simple;Público;-28.907807166639653;-65.31440734863281
10100772124025;ESTABLECIMIENTO SANITARIO DISTRITAL LA MERCED;Catamarca;Provincial;ESCIG;LA MERCED;PACLÍN;CURA VERA S/N;4718;(03833) 49-5003;Mediano riesgo con internación con cuidados especiales;Público;-28.171296429593475;-65.67214965820312
10100982124006;ESTABLECIMIENTO SANITARIO DISTRITAL LAVALLE;Catamarca;Provincial;ESCIG;LAVALLE;SANTA ROSA;PROVINCIAL Nº 64;4234;0385-4491070;Bajo riesgo con internación simple;Público;-28.216079658871806;-65.1434326171875
10100842124007;ESTABLECIMIENTO SANITARIO DISTRITAL ROBERTO RAMON CARRO (POMAN);Catamarca;Provincial;ESCIG;POMAN;POMÁN;POMAN;5315;(03835) 49-2050;Bajo riesgo con internación simple;Público;-28.405292747566616;-66.21597290039062
10100842124012;ESTABLECIMIENTO SANITARIO PERIFERICO DE  SIJAN;Catamarca;Provincial;ESCIG;SIJAN;POMÁN;RUTA PROVINCIAL 222;5317;03835-497139;Bajo riesgo con internación simple;Público;-28.278986514626336;-66.22970581054688
10101052124008;ESTABLECIMIENTO SANITARIO PERIFERICO DE ENFERMERIA EL PUESTO;Catamarca;Provincial;ESCIG;EL PUESTO;TINOGASTA;El Puesto;5341;03837-420514;Bajo riesgo con internación simple;Público;-27.94952561755354;-67.6373291015625
10100352124009;ESTABLECIMIENTO SANITARIO PERIFERICO DE ENFERMERIA HUALFIN;Catamarca;Provincial;ESCIG;HUALFIN;BELÉN;NACIONAL Nº 40;4751;03835-461550;Bajo riesgo con internación simple;Público;-27.224104680281048;-66.85455322265625
10100142124010;ESTABLECIMIENTO SANITARIO PERIFERICO DE ENFERMERIA LA MAJADA;Catamarca;Provincial;ESCIG;LA MAJADA;ANCASTI;LA MAJADA;5265;(03832) 48-0068;Bajo riesgo con internación simple;Público;-29.05616970274342;-65.555419921875
10100352924365;ESTABLECIMIENTO SANITARIO PERIFERICO FARALLON NEGRO;Catamarca;Mixta;ESCIG;FARALLON NEGRO;BELÉN;Distrito Hualfín -Farallón Negro;4751;null;Bajo riesgo con internación simple;Privado;-27.268057879861583;-66.67190551757812
10101052124011;ESTABLECIMIENTO SANITARIO PERIFERICO PALO BLANCO;Catamarca;Provincial;ESCIG;PALO BLANCO;TINOGASTA;PROVINCIAL Nº 34;5341;03837-420514;Bajo riesgo con internación simple;Público;-27.336394986444372;-67.752685546875
10100352124013;ESTABLECIMIENTO SANITARIO PERIFIFERICO DE ENFERMERIA LA ALUMBRERA;Catamarca;Provincial;ESCIG;LA ALUMBRERA;BELÉN;RUTA NACIONAL N°65;4743;03835-463115;Bajo riesgo con internación simple;Público;-27.137368359795584;-67.412109375
10100212124014;ESTABLECIMIENTO SANITARIO SECCIONAL ACONQUIJA;Catamarca;Provincial;ESCIG;ACONQUIJA;ANDALGALÁ;RUTA PROVINCIAL Nº 48;4743;(03835) 42-2225;Bajo riesgo con internación simple;Público;-27.55454690781033;-66.29493713378906
10100982124015;ESTABLECIMIENTO SANITARIO SECCIONAL ALIJILAN;Catamarca;Provincial;ESCIG;ALIJILAN;SANTA ROSA;AVDA 9 DE JULIO S/N;4723;(03833) 48-5093;Bajo riesgo con internación simple;Público;-28.166453875740487;-65.49362182617188
10101052124016;ESTABLECIMIENTO SANITARIO SECCIONAL COPACABANA;Catamarca;Provincial;ESCIG;LA PUNTILLA;TINOGASTA;RUTA NACIONAL 60;5333;03837 420514;Bajo riesgo con internación simple;Público;-28.19913685996879;-67.48489379882812
10100352124018;ESTABLECIMIENTO SANITARIO SECCIONAL DR. BERNABE IMISCO LONDRES;Catamarca;Provincial;ESCIG;LONDRES;BELÉN;CALLE PUBLICA S/N;4753;03835-.461550;Bajo riesgo con internación simple;Público;-27.71666141409454;-67.11685180664062
10101052124017;ESTABLECIMIENTO SANITARIO SECCIONAL EL SALADO;Catamarca;Provincial;ESCIG;EL SALADO;TINOGASTA;El Salado;5341;03837-420514;Bajo riesgo con internación simple;Público;-28.310426020475724;-67.2528076171875
10101052124019;ESTABLECIMIENTO SANITARIO SECCIONAL MEDANITOS;Catamarca;Provincial;ESCIG;MEDANITOS;TINOGASTA;PROVINCIAL Nº 218;5341;03837-420514;Bajo riesgo con internación simple;Público;-27.510707451811573;-67.60162353515625
10100842124020;ESTABLECIMIENTO SANITARIO SECCIONAL MUTQUIN;Catamarca;Provincial;ESCIG;MUTQUIN;POMÁN;PROVINCIAL Nº 215;5317;03835497139;Bajo riesgo con internación simple;Público;-28.317075494906707;-66.16996765136719
10100702124021;ESTABLECIMIENTO SANITARIO SECCIONAL QUIROS  DR. RAUL SABAGH;Catamarca;Provincial;ESCIG;QUIROS;LA PAZ;CALLE PUBLICA S/N;5266;null;Bajo riesgo con internación simple;Público;-28.77849271929016;-65.11734008789062
10100702124022;ESTABLECIMIENTO SANITARIO SECCIONAL SAN ANTONIO DE LA PAZ;Catamarca;Provincial;ESCIG;SAN ANTONIO;LA PAZ;RUTA NACIONAL N° 157;5264;03832 -480068;Bajo riesgo con internación simple;Público;-28.93244887033966;-65.07888793945312
10100912124023;ESTABLECIMIENTO SANITARIO SECCIONAL SAN JOSE;Catamarca;Provincial;ESCIG;SAN JOSE VILLA;SANTA MARÍA;SAN JOSE;4139;(03838) 42-3042;Bajo riesgo con internación simple;Público;-26.798638390691266;-66.06834411621094
10064132700199;FERROMED SA;Buenos Aires;Obra social;ESCIG;JUNIN;JUNÍN;Libertad y Sarmiento S/N;6000;(02362) 444556;Bajo riesgo con internación simple;Privado;-34.574218;-60.95275300000003
10620422370008;FUNDACION MEDICA DE R. NEGRO Y NEUQUEN Y CLINICA RADIOLOGICA DEL SUR;Río Negro;Privado;ESCIG;CIPOLLETTI;GENERAL ROCA;Mengelle 273;8324;0299-4770405;Alto riesgo con terapia intensiva especializada;Privado;-38.937819;-68.00162160000002
10820842388713;GERIATRICO INDIRA;Santa Fe;Privado;ESCIG;ROSARIO;ROSARIO;Italia N 1852;2000;null;Bajo riesgo con internación simple;Privado;null;null
10820842386798;GERIATRICO SAN ANTONIO;Santa Fe;Privado;ESCIG;ROSARIO;ROSARIO;26 AGOSTO 920;2000;0341 - 4532587;Bajo riesgo con internación simple;Privado;-32.874115548388886;-60.70039093494415
10064412306077;GESTAR ASISTENCIA SRL;Buenos Aires;Privado;ESCIG;LA PLATA;LA PLATA;Calle 63 664;1900;0221-4533626;Bajo riesgo con internación simple;Privado;-34.9247308;-57.939459899999974
10501262361130;GRUPO MEDICO DE AVANZADA (G.M.A.).-;Mendoza;Privado;ESCIG;TUPUNGATO;TUPUNGATO;LOS ROBLES 520;5561;02622 - 488884;Mediano riesgo con internación con cuidados especiales;Privado;-33.3601922;-69.14658359999999
10821052386291;HOGAR CON CENTRO DE DIA PARA PERSONAS CON DISCAPACIDAD SANTA CECILIA;Santa Fe;Privado;ESCIG;DIAZ;SAN JERÓNIMO;SAN LUIS Y SUNCHALES  S/N;2222;03466 496528;Bajo riesgo con internación simple;Privado;-32.368363067704706;-61.089820861816406
53820492386947;HOGAR CON CENTRO DE DIA SAN FRANCISCO;Santa Fe;Privado;ESCIG;RECONQUISTA;GENERAL OBLIGADO;Ituzaingó 1458;3567;03482-420540;Bajo riesgo con internación simple;Privado;-29.1529863;-59.6398499
10820492388690;HOGAR CON CENTRO DE DIAS SAN FRANCISCO;Santa Fe;Privado;ESCIG;RECONQUISTA;GENERAL OBLIGADO;ITUZANGO 1458;3567;null;Bajo riesgo con internación simple;Privado;null;null
10820702388703;HOGAR PARA PERSONA CON DISCAPACIDAD  BEATRIZ RAVA DE PLATINELLI Y FRANCISCO PLATINETTI;Santa Fe;Privado;ESCIG;ESPERANZA;LAS COLONIAS;Brown nº 2019;3080;null;Bajo riesgo con internación simple;Privado;null;null
10820842388724;HOGAR PARA PERSONA CON DISCAPACIDAD CON CENTRO DE DIA SANTA CECILIA;Santa Fe;Privado;ESCIG;PUEBLO URANGA;ROSARIO;San Martin N º 1146;2105;null;Bajo riesgo con internación simple;Privado;null;null
10820702386286;HOGAR PARA PERSONAS CON DISCAPACIDAD LILIA T STEGMAYER;Santa Fe;Privado;ESCIG;ESPERANZA;LAS COLONIAS;25 DE MAYO 2088;3080;03496-430090;Bajo riesgo con internación simple;Privado;-31.445817659712358;-60.94045400619507
10820772388685;HOGAR PERMANENTE PARA PERSONAS CON DISCAPACIDAD EL ANGEL DE LA GUARDA;Santa Fe;Privado;ESCIG;TOSTADO;9 DE JULIO;Belgrano Nº 1166;3060;null;Bajo riesgo con internación simple;Privado;null;null
10820632388715;HOLEPAM MI CASITA VIRGEN DE ITATI;Santa Fe;Privado;ESCIG;SANTO TOME;LA CAPITAL;1 era Junta N 4861;3016;null;Bajo riesgo con internación simple;Privado;null;null
10340142147027;HOSPITAL  ALTA COMPLEJIDAD PTE. JUAN DOMINGO PERON;Formosa;Provincial;ESCIG;FORMOSA;FORMOSA;AV. NESTOR KIRCHNER Y PANTALEON GOMEZ;3600;370-4436441;Alto riesgo con terapia intensiva;Público;-26.18159071133514;-58.188443183898926
10580912167013;HOSPITAL  BUTA RANQUIL - ENFERMERO GABINO SAGREDO;Neuquén;Provincial;ESCIG;BUTA RANQUIL;PEHUENCHES;AV. JOSE JADULL ENTRE OLASCOAGA Y MANUEL BELGRANO;8353;02948-493000;Bajo riesgo con internación simple;Público;-37.050884108462;-69.87605631351471
10700212177009;HOSPITAL  DR. ALDO  CANTONI;San Juan;Provincial;ESCIG;CALINGASTA;CALINGASTA;AV. ARGENTINA S/Nº;5403;02648 421012;Bajo riesgo con internación simple;Público;-31.333558288284657;-69.41987425088882
10820422184155;HOSPITAL  DR. ALEJANDRO GUTIERREZ DE VENADO TUERTO;Santa Fe;Provincial;ESCIG;VENADO TUERTO;GENERAL LÓPEZ;Santa Fe 1311;2600;03462-421115 ctx 6269;Alto riesgo con terapia intensiva especializada;Público;-33.7518417;-61.95005949999995
10181542139022;HOSPITAL  DR. JOSE RODOLFO PIÑEIRO LORETO;Corrientes;Provincial;ESCIG;LORETO;SAN MIGUEL;COMERCIO Y JULIAN GONZALEZ;3483;03781- 497029;Bajo riesgo con internación simple;Público;-27.76382227;-57.275112449999995
10300842142024;HOSPITAL  DR. JOSEPH LISTER;Entre Ríos;Provincial;ESCIG;SEGUI;PARANÁ;MARIANO MORENO  Nº 444;3117;0343-4880384;Mediano riesgo con internación con cuidados especiales;Público;-31.954878;-60.124416999999994
